id	hunter	status	typesample	serial	year	manufacturer	model	twdb_url	image	images
958	cosmotype	My Collection	NONE	A 7224729	1966	Royal	Aristocrat	http://typewriterdatabase.com/1966-royal-aristocrat.958.typewriter	NONE	0
956	cosmotype	My Collection	NONE	11-9395698	1969	Royal	440	http://typewriterdatabase.com/1969-royal-440.956.typewriter	NONE	0
954	cosmotype	My Collection	NONE	X624127	1923	Royal	10	http://typewriterdatabase.com/1923-royal-10.954.typewriter	NONE	0
955	cosmotype	My Collection	NONE	1802878	19XX*	Royal	1200	http://typewriterdatabase.com/19xx-royal-1200.955.typewriter	NONE	0
953	cosmotype	My Collection	NONE	SX-1564005	1933	Royal	10	http://typewriterdatabase.com/1933-royal-10.953.typewriter	NONE	0
952	cosmotype	My Collection	NONE	X1070151	1927	Royal	10	http://typewriterdatabase.com/1927-royal-10.952.typewriter	NONE	0
951	cosmotype	My Collection	NONE	X-1053436	19XX*	Royal	10	http://typewriterdatabase.com/19xx-royal-10.951.typewriter	NONE	0
950	cosmotype	My Collection	NONE	KHM1899007	1936	Royal	10	http://typewriterdatabase.com/1936-royal-10.950.typewriter	NONE	0
949	cosmotype	My Collection	NONE	RES13-6193428	19XX*	Royal	Unknown	http://typewriterdatabase.com/19xx-royal-unknown.949.typewriter	NONE	0
948	cosmotype	My Collection	NONE	HM-1982656	1935	Royal	HM	http://typewriterdatabase.com/1935-royal-hm.948.typewriter	NONE	0
946	cosmotype	My Collection	NONE	O486279	1934	Royal	O	http://typewriterdatabase.com/1934-royal-o.946.typewriter	NONE	0
947	cosmotype	My Collection	NONE	UR-78622	1939	Royal	UR	http://typewriterdatabase.com/1939-royal-ur.947.typewriter	NONE	0
944	cosmotype	My Collection	NONE	P203770	1930	Royal	P	http://typewriterdatabase.com/1930-royal-p.944.typewriter	NONE	0
945	cosmotype	My Collection	NONE	P207117	1930	Royal	P	http://typewriterdatabase.com/1930-royal-p.945.typewriter	NONE	0
943	cosmotype	My Collection	NONE	33482	19XX*	Rex Visible	4	http://typewriterdatabase.com/19xx-rex-visible-4.943.typewriter	NONE	0
942	cosmotype	My Collection	NONE	QR3328422	19XX*	Remington	Quiet-Riter	http://typewriterdatabase.com/19xx-remington-quietriter.942.typewriter	NONE	0
941	cosmotype	My Collection	NONE	QR3494949	19XX*	Remington	Quiet-Riter	http://typewriterdatabase.com/19xx-remington-quietriter.941.typewriter	NONE	0
940	cosmotype	My Collection	NONE	QR2743730	19XX*	Remington	Quiet-Riter	http://typewriterdatabase.com/19xx-remington-quietriter.940.typewriter	NONE	0
939	cosmotype	My Collection	NONE	QR2674766	19XX*	Remington	Quiet-Riter	http://typewriterdatabase.com/19xx-remington-quietriter.939.typewriter	NONE	0
938	cosmotype	My Collection	NONE	QR2652363	19XX*	Remington	Quiet-Riter	http://typewriterdatabase.com/19xx-remington-quietriter.938.typewriter	NONE	0
937	cosmotype	My Collection	NONE	P1125933	1941	Remington	Quiet 1	http://typewriterdatabase.com/1941-remington-quiet-1.937.typewriter	NONE	0
936	cosmotype	My Collection	NONE	ERP519454	19XX*	Remington	Premier	http://typewriterdatabase.com/19xx-remington-premier.936.typewriter	NONE	0
934	cosmotype	My Collection	NONE	ZR 323002	1932	Remington	Paragon 12	http://typewriterdatabase.com/1932-remington-paragon-12.934.typewriter	NONE	0
935	cosmotype	My Collection	NONE	A2090847	1950	Remington	Personal	http://typewriterdatabase.com/1950-remington-personal.935.typewriter	NONE	0
933	cosmotype	My Collection	NONE	H85288	1946	Remington	Noiseless Seven	http://typewriterdatabase.com/1946-remington-noiseless-seven.933.typewriter	NONE	0
931	cosmotype	My Collection	NONE	H123117	1947	Remington	Noiseless Seven	http://typewriterdatabase.com/1947-remington-noiseless-seven.931.typewriter	NONE	0
932	cosmotype	My Collection	NONE	H30987	1936	Remington	Noiseless Seven	http://typewriterdatabase.com/1936-remington-noiseless-seven.932.typewriter	NONE	0
930	cosmotype	My Collection	NONE	E32800	1936	Remington	Noiseless 8	http://typewriterdatabase.com/1936-remington-noiseless-8.930.typewriter	NONE	0
929	cosmotype	My Collection	NONE	E31266	1936	Remington	Noiseless 8	http://typewriterdatabase.com/1936-remington-noiseless-8.929.typewriter	NONE	0
928	cosmotype	My Collection	NONE	X444495	1937	Remington	Noiseless 10	http://typewriterdatabase.com/1937-remington-noiseless-10.928.typewriter	NONE	0
927	cosmotype	My Collection	NONE	T41216	19XX*	Remington	Noiseless	http://typewriterdatabase.com/19xx-remington-noiseless.927.typewriter	NONE	0
925	cosmotype	My Collection	NONE	B82131	1940	Remington	Model 5	http://typewriterdatabase.com/1940-remington-model-5.925.typewriter	NONE	0
926	cosmotype	My Collection	NONE	N1118050	1940	Remington	Noiseless	http://typewriterdatabase.com/1940-remington-noiseless.926.typewriter	NONE	0
924	cosmotype	My Collection	NONE	N1123006	1940	Remington	DeLuxe Noiseless	http://typewriterdatabase.com/1940-remington-deluxe-noiseless.924.typewriter	NONE	0
923	cosmotype	My Collection	NONE	bbbbbbbb	19XX*	Remington	DeLuxe Noiseless	http://typewriterdatabase.com/19xx-remington-deluxe-noiseless.923.typewriter	NONE	0
922	cosmotype	My Collection	NONE	PD164676	1938	Remington	1	http://typewriterdatabase.com/1938-remington-1.922.typewriter	NONE	0
921	cosmotype	My Collection	NONE	B1618412	19XX*	Remington	Unknown	http://typewriterdatabase.com/19xx-remington-unknown.921.typewriter	NONE	0
920	cosmotype	My Collection	NONE	B115406	19XX*	Remington	Unknown	http://typewriterdatabase.com/19xx-remington-unknown.920.typewriter	NONE	0
919	cosmotype	My Collection	NONE	V956451	1938	Remington Rand	Remington 5	http://typewriterdatabase.com/1938-remington-rand-remington-5.919.typewriter	NONE	0
918	cosmotype	My Collection	NONE	X565130	1942	Remington Rand	Noiseless 10	http://typewriterdatabase.com/1942-remington-rand-noiseless-10.918.typewriter	NONE	0
917	cosmotype	My Collection	NONE	H152784	1947	Remington Rand	Noiseless	http://typewriterdatabase.com/1947-remington-rand-noiseless.917.typewriter	NONE	0
916	cosmotype	My Collection	NONE	H160661	1948	Remington Rand	Noiseless	http://typewriterdatabase.com/1948-remington-rand-noiseless.916.typewriter	NONE	0
915	cosmotype	My Collection	NONE	B1233399	1945	Remington Rand	Deluxe 5	http://typewriterdatabase.com/1945-remington-rand-deluxe-5.915.typewriter	NONE	0
914	cosmotype	My Collection	NONE	C140793	1938	Remington Rand	Bantam	http://typewriterdatabase.com/1938-remington-rand-bantam.914.typewriter	NONE	0
913	cosmotype	My Collection	NONE	P139327	1938	Remington Rand	1	http://typewriterdatabase.com/1938-remington-rand-1.913.typewriter	NONE	0
912	cosmotype	My Collection	NONE	P121200	1937	Remington Rand	1	http://typewriterdatabase.com/1937-remington-rand-1.912.typewriter	NONE	0
911	cosmotype	My Collection	NONE	J786708	1946	Remington Rand	Unknown	http://typewriterdatabase.com/1946-remington-rand-unknown.911.typewriter	NONE	0
910	cosmotype	My Collection	NONE	J324222	1941	Remington Rand	Unknown	http://typewriterdatabase.com/1941-remington-rand-unknown.910.typewriter	NONE	0
909	cosmotype	My Collection	NONE	EBT115252	19XX*	Remington Rand	Unknown	http://typewriterdatabase.com/19xx-remington-rand-unknown.909.typewriter	NONE	0
908	cosmotype	My Collection	NONE	P134803	1937	Remington Rand	Unknown	http://typewriterdatabase.com/1937-remington-rand-unknown.908.typewriter	NONE	0
907	cosmotype	My Collection	NONE	TR139351	19XX*	Remington	Travel-Riter	http://typewriterdatabase.com/19xx-remington-travelriter.907.typewriter	NONE	0
906	cosmotype	My Collection	NONE	LK-11644	1921	Remington	Standard	http://typewriterdatabase.com/1921-remington-standard.906.typewriter	NONE	0
905	cosmotype	My Collection	NONE	CR310997	1941	Remington	Remette	http://typewriterdatabase.com/1941-remington-remette.905.typewriter	NONE	0
904	cosmotype	My Collection	NONE	CR295758	1941	Remington	Remette	http://typewriterdatabase.com/1941-remington-remette.904.typewriter	NONE	0
903	cosmotype	My Collection	NONE	CR139346	1938	Remington	Rem-ette	http://typewriterdatabase.com/1938-remington-remette.903.typewriter	NONE	0
901	cosmotype	My Collection	NONE	NV75456	1927	Remington	Portable	http://typewriterdatabase.com/1927-remington-portable.901.typewriter	NONE	0
902	cosmotype	My Collection	NONE	V114684	1930	Remington	Portable	http://typewriterdatabase.com/1930-remington-portable.902.typewriter	NONE	0
899	cosmotype	My Collection	NONE	NA31555	1923	Remington	Portable	http://typewriterdatabase.com/1923-remington-portable.899.typewriter	NONE	0
900	cosmotype	My Collection	NONE	NL62722	1926	Remington	Portable	http://typewriterdatabase.com/1926-remington-portable.900.typewriter	NONE	0
898	cosmotype	My Collection	NONE	NS12200	1921	Remington	Portable	http://typewriterdatabase.com/1921-remington-portable.898.typewriter	NONE	0
897	cosmotype	My Collection	NONE	X209789	1933	Remington	Noiseless 6	http://typewriterdatabase.com/1933-remington-noiseless-6.897.typewriter	NONE	0
896	cosmotype	My Collection	NONE	NP89270	1928	Remington	Portable	http://typewriterdatabase.com/1928-remington-portable.896.typewriter	NONE	0
895	cosmotype	My Collection	NONE	S1193886	1942	Remington	Envoy	http://typewriterdatabase.com/1942-remington-envoy.895.typewriter	NONE	0
894	cosmotype	My Collection	NONE	RX95148	1919	Remington	11	http://typewriterdatabase.com/1919-remington-11.894.typewriter	NONE	0
893	cosmotype	My Collection	NONE	RC96565	1919	Remington	10	http://typewriterdatabase.com/1919-remington-10.893.typewriter	NONE	0
892	cosmotype	My Collection	NONE	E2103469	1953	Remington	Unknown	http://typewriterdatabase.com/1953-remington-unknown.892.typewriter	NONE	0
891	cosmotype	My Collection	NONE	ZR303564	19XX*	Remington	Unknown	http://typewriterdatabase.com/19xx-remington-unknown.891.typewriter	NONE	0
890	cosmotype	My Collection	NONE	RR107732	19XX*	Remington	Unknown	http://typewriterdatabase.com/19xx-remington-unknown.890.typewriter	NONE	0
889	cosmotype	My Collection	NONE	V501836	1931	Remington	3	http://typewriterdatabase.com/1931-remington-3.889.typewriter	NONE	0
888	cosmotype	My Collection	NONE	B2454497	1967	R.C. Allen	Unknown	http://typewriterdatabase.com/1967-rc-allen-unknown.888.typewriter	NONE	0
887	cosmotype	My Collection	NONE	11132	1900	Pittsburg	Visible	http://typewriterdatabase.com/1900-pittsburg-visible.887.typewriter	NONE	0
886	cosmotype	My Collection	NONE	D5097	19XX*	Perkins	Brailler	http://typewriterdatabase.com/19xx-perkins-brailler.886.typewriter	NONE	0
885	cosmotype	My Collection	NONE	145988	1930	Orga	Privat	http://typewriterdatabase.com/1930-orga-privat.885.typewriter	NONE	0
884	cosmotype	My Collection	NONE	95-327919	1960	Olympia	Splend.33	http://typewriterdatabase.com/1960-olympia-splend33.884.typewriter	NONE	0
883	cosmotype	My Collection	NONE	5-1487893	1967	Olympia	Socialite	http://typewriterdatabase.com/1967-olympia-socialite.883.typewriter	NONE	0
882	cosmotype	My Collection	NONE	1713559	1961	Olympia	SM4	http://typewriterdatabase.com/1961-olympia-sm4.882.typewriter	NONE	0
881	cosmotype	My Collection	NONE	537753	19XX*	Olympia	SM4	http://typewriterdatabase.com/19xx-olympia-sm4.881.typewriter	NONE	0
880	cosmotype	My Collection	NONE	353216	1953	Olympia	SM4	http://typewriterdatabase.com/1953-olympia-sm4.880.typewriter	NONE	0
879	cosmotype	My Collection	NONE	1031283	1957	Olympia	SM3 long	http://typewriterdatabase.com/1957-olympia-sm3-long.879.typewriter	NONE	0
878	cosmotype	My Collection	NONE	1369360	19XX*	Olympia	SM3	http://typewriterdatabase.com/19xx-olympia-sm3.878.typewriter	NONE	0
876	cosmotype	My Collection	NONE	2493783	19XX*	Olympia	SM9	http://typewriterdatabase.com/19xx-olympia-sm9.876.typewriter	NONE	0
877	cosmotype	My Collection	NONE	1223163	1958	Olympia	SM3	http://typewriterdatabase.com/1958-olympia-sm3.877.typewriter	NONE	0
875	cosmotype	My Collection	NONE	2750986	1965	Olympia	SM9	http://typewriterdatabase.com/1965-olympia-sm9.875.typewriter	NONE	0
874	cosmotype	My Collection	NONE	2733178	1965	Olympia	SM9	http://typewriterdatabase.com/1965-olympia-sm9.874.typewriter	NONE	0
872	cosmotype	My Collection	NONE	2035843	1964	Olympia	SM	http://typewriterdatabase.com/1964-olympia-sm.872.typewriter	NONE	0
873	cosmotype	My Collection	NONE	3062177	1966	Olympia	SM  long	http://typewriterdatabase.com/1966-olympia-sm-long.873.typewriter	NONE	0
871	cosmotype	My Collection	NONE	3898657	19XX*	Olympia	long car.	http://typewriterdatabase.com/19xx-olympia-long-car.871.typewriter	NONE	0
869	cosmotype	My Collection	NONE	7-380506	1959	Olympia	De Luxe 7	http://typewriterdatabase.com/1959-olympia-de-luxe-7.869.typewriter	NONE	0
870	cosmotype	My Collection	NONE	1207693	19XX*	Olympia	Deluxe	http://typewriterdatabase.com/19xx-olympia-deluxe.870.typewriter	NONE	0
868	cosmotype	My Collection	NONE	7-231076	1957	Olympia	De Luxe 7	http://typewriterdatabase.com/1957-olympia-de-luxe-7.868.typewriter	NONE	0
866	cosmotype	My Collection	NONE	362967	1940	Olympia	8	http://typewriterdatabase.com/1940-olympia-8.866.typewriter	NONE	0
867	cosmotype	My Collection	NONE	3Y 207609	19XX*	Olympia	CE-12	http://typewriterdatabase.com/19xx-olympia-ce12.867.typewriter	NONE	0
864	cosmotype	My Collection	NONE	7074744	19XX*	Olympia	Unknown	http://typewriterdatabase.com/19xx-olympia-unknown.864.typewriter	NONE	0
865	cosmotype	My Collection	NONE	7-572792	1960	Olympia	7	http://typewriterdatabase.com/1960-olympia-7.865.typewriter	NONE	0
863	cosmotype	My Collection	NONE	7032660	19XX*	Olympia	Unknown	http://typewriterdatabase.com/19xx-olympia-unknown.863.typewriter	NONE	0
862	cosmotype	My Collection	NONE	7027936	19XX*	Olympia	Unknown	http://typewriterdatabase.com/19xx-olympia-unknown.862.typewriter	NONE	0
861	cosmotype	My Collection	NONE	2451823	19XX*	Olympia	Unknown	http://typewriterdatabase.com/19xx-olympia-unknown.861.typewriter	NONE	0
860	cosmotype	My Collection	NONE	1517482	19XX*	Olivetti	Studio 45	http://typewriterdatabase.com/19xx-olivetti-studio-45.860.typewriter	NONE	0
859	cosmotype	My Collection	NONE	345247	1951	Olivetti-Underwood	Studio 44	http://typewriterdatabase.com/1951-olivettiunderwood-studio-44.859.typewriter	NONE	0
858	cosmotype	My Collection	NONE	1377810	1960	Olivetti-Underwood	Lettera 22	http://typewriterdatabase.com/1960-olivettiunderwood-lettera-22.858.typewriter	NONE	0
856	cosmotype	My Collection	NONE	5220557	1969	Olivetti	Ventura	http://typewriterdatabase.com/1969-olivetti-ventura.856.typewriter	NONE	0
857	cosmotype	My Collection	NONE	723694	19XX*	Olivetti-Underwood	21	http://typewriterdatabase.com/19xx-olivettiunderwood-21.857.typewriter	NONE	0
854	cosmotype	My Collection	NONE	5506013	19XX*	Olivetti	Praxis 48	http://typewriterdatabase.com/19xx-olivetti-praxis-48.854.typewriter	NONE	0
855	cosmotype	My Collection	NONE	1313641	19XX*	Olivetti	Studio 45	http://typewriterdatabase.com/19xx-olivetti-studio-45.855.typewriter	NONE	0
853	cosmotype	My Collection	NONE	5104054	1969	Olivetti	Praxis 48	http://typewriterdatabase.com/1969-olivetti-praxis-48.853.typewriter	NONE	0
852	cosmotype	My Collection	NONE	E18-0605367	1979	Olivetti	Lexicon 94C	http://typewriterdatabase.com/1979-olivetti-lexicon-94c.852.typewriter	NONE	0
851	cosmotype	My Collection	NONE	E13-0603729	1979	Olivetti	Lexicon 94C	http://typewriterdatabase.com/1979-olivetti-lexicon-94c.851.typewriter	NONE	0
850	cosmotype	My Collection	NONE	628182	19XX*	Olivetti	Lettera 36	http://typewriterdatabase.com/19xx-olivetti-lettera-36.850.typewriter	NONE	0
849	cosmotype	My Collection	NONE	4602619	19XX*	Olivetti	Lettera 33	http://typewriterdatabase.com/19xx-olivetti-lettera-33.849.typewriter	NONE	0
848	cosmotype	My Collection	NONE	5261190	1969	Olivetti	Lettera 32	http://typewriterdatabase.com/1969-olivetti-lettera-32.848.typewriter	NONE	0
846	cosmotype	My Collection	NONE	8852543	19XX*	Olivetti	Lettera 25	http://typewriterdatabase.com/19xx-olivetti-lettera-25.846.typewriter	NONE	0
847	cosmotype	My Collection	NONE	2277639	19XX*	Olivetti	Lettera 32	http://typewriterdatabase.com/19xx-olivetti-lettera-32.847.typewriter	NONE	0
845	cosmotype	My Collection	NONE	839197	1918	Oliver	9	http://typewriterdatabase.com/1918-oliver-9.845.typewriter	NONE	0
843	cosmotype	My Collection	NONE	206200	1908	Oliver	5	http://typewriterdatabase.com/1908-oliver-5.843.typewriter	NONE	0
844	cosmotype	My Collection	NONE	633486	1916	Oliver	9	http://typewriterdatabase.com/1916-oliver-9.844.typewriter	NONE	0
842	cosmotype	My Collection	NONE	155988	1906	Oliver	3	http://typewriterdatabase.com/1906-oliver-3.842.typewriter	NONE	0
841	cosmotype	My Collection	NONE	53161	1902	Oliver	3	http://typewriterdatabase.com/1902-oliver-3.841.typewriter	NONE	0
840	cosmotype	My Collection	NONE	C110394	1937	Remington	Monarch Pioneer	http://typewriterdatabase.com/1937-remington-monarch-pioneer.840.typewriter	NONE	0
838	cosmotype	My Collection	NONE	No Serial Number	1991	Mechno	Collegiate 1000	http://typewriterdatabase.com/1991-mechno-collegiate-1000.838.typewriter	NONE	0
839	cosmotype	My Collection	NONE	100176	19XX*	Mercedes	Prima	http://typewriterdatabase.com/19xx-mercedes-prima.839.typewriter	NONE	0
837	cosmotype	My Collection	NONE	506949-8	1924	L.C. Smith	8	http://typewriterdatabase.com/1924-lc-smith-8.837.typewriter	NONE	0
836	cosmotype	My Collection	NONE	480684-8	1922	L.C. Smith	8	http://typewriterdatabase.com/1922-lc-smith-8.836.typewriter	NONE	0
835	cosmotype	My Collection	NONE	289927-8	1916	L.C. Smith	8	http://typewriterdatabase.com/1916-lc-smith-8.835.typewriter	NONE	0
834	cosmotype	My Collection	NONE	X261879-5	1918	L.C. Smith	5	http://typewriterdatabase.com/1918-lc-smith-5.834.typewriter	NONE	0
833	cosmotype	My Collection	NONE	74239-2	1909	L.C. Smith	2	http://typewriterdatabase.com/1909-lc-smith-2.833.typewriter	NONE	0
831	cosmotype	My Collection	NONE	EB276	1930	Imperial	Good Companion	http://typewriterdatabase.com/1930-imperial-good-companion.831.typewriter	NONE	0
832	cosmotype	My Collection	NONE	2C232	19XX*	Imperial	Model T	http://typewriterdatabase.com/19xx-imperial-model-t.832.typewriter	NONE	0
830	cosmotype	My Collection	NONE	EU293	1930	Imperial	Good Companion	http://typewriterdatabase.com/1930-imperial-good-companion.830.typewriter	NONE	0
828	cosmotype	My Collection	NONE	9773194	19XX*	IBM	Selectric	http://typewriterdatabase.com/19xx-ibm-selectric.828.typewriter	NONE	0
829	cosmotype	My Collection	NONE	5665295	1971?	IBM	Selectric 71	http://typewriterdatabase.com/1971-ibm-selectric-71.829.typewriter	NONE	0
826	cosmotype	My Collection	NONE	4798441	1974	IBM	Selectric	http://typewriterdatabase.com/1974-ibm-selectric.826.typewriter	NONE	0
827	cosmotype	My Collection	NONE	5735207	19XX*	IBM	Selectric	http://typewriterdatabase.com/19xx-ibm-selectric.827.typewriter	NONE	0
825	cosmotype	My Collection	NONE	615050	19XX*	IBM	Model AA	http://typewriterdatabase.com/19xx-ibm-model-aa.825.typewriter	NONE	0
823	cosmotype	My Collection	NONE	696424	19XX*	IBM	Model AA	http://typewriterdatabase.com/19xx-ibm-model-aa.823.typewriter	NONE	0
824	cosmotype	My Collection	NONE	670920	19XX*	IBM	Model AA	http://typewriterdatabase.com/19xx-ibm-model-aa.824.typewriter	NONE	0
822	cosmotype	My Collection	NONE	40-1-15252	19XX*	IBM	Model AA	http://typewriterdatabase.com/19xx-ibm-model-aa.822.typewriter	NONE	0
